suburb,state,assigned_region,latitude,longitude
Booroorban,New South Wales,Murray,-34.9325,144.7619
Boorowa,New South Wales,Capital Region,-34.4366,148.7163
Bootawa,New South Wales,Mid North Coast,-31.9207,152.3699
Booti Booti,,,-32.3168,152.5221
Booyong,New South Wales,Richmond - Tweed,-28.746,153.4522
Bora Ridge,New South Wales,Richmond - Tweed,-29.0526,153.176
Borah Creek,New South Wales,New England and North West,-30.5988,150.4984
Borambola,New South Wales,Riverina,-35.172,147.6426
Border Ranges,,,-28.5872,152.9526
Boree,New South Wales,Central West,-33.2411,148.8221
Boree Creek,,,-35.1066,146.6085
Borenore,New South Wales,Central West,-33.2346,148.9815
Boro,New South Wales,Capital Region,-35.15,149.6667
Bossley Park,New South Wales,Sydney - South West,-33.8618,150.8841
Bostobrick,New South Wales,Coffs Harbour - Grafton,-30.2771,152.6293
Botany,,,-33.946,151.1959
Botobolar,New South Wales,Central West,-32.5167,149.7833
Bottle Creek,New South Wales,Richmond - Tweed,-28.7888,152.6521
Bouddi,,,-33.518,151.3858
Bourbah,New South Wales,Far West and Orana,-31.311,148.6349
Bourke,New South Wales,Far West and Orana,-30.0901,145.9365
Bourkelands,New South Wales,Riverina,-35.1559,147.347
Bournda,,,-36.8295,149.9033
Bournewood,,,-32.7309,148.624
Bow Bowing,New South Wales,Sydney - Outer South West,-34.0165,150.8403
Bowan Park,New South Wales,Central West,-33.3,148.8167
Bowen Mountain,,,-33.5719,150.6256
Bowenfels,New South Wales,Central West,-33.5167,150.1167
Bowling Alley Point,New South Wales,New England and North West,-31.3956,151.1397
Bowman,New South Wales,Mid North Coast,-31.9322,151.8218
Bowman Farm,New South Wales,Mid North Coast,-31.9332,151.931
Bowmans Creek,New South Wales,Hunter Valley exc Newcastle,-32.2652,151.1346
Bowna,,,-35.9348,147.1372
Bowning,New South Wales,Capital Region,-34.7449,148.809
Bowral,New South Wales,Southern Highlands and Shoalhaven,-34.4775,150.4204
Bowraville,New South Wales,Mid North Coast,-30.65,152.8515
Box Head,,,-33.5308,151.355
Box Hill (NSW),,,,
Boxers Creek,New South Wales,Capital Region,-34.7501,149.8372
Boydtown,,,-37.0833,149.9167
Bradbury (NSW),New South Wales,Sydney - Outer South West,,
Braefield,New South Wales,New England and North West,-31.5707,150.7018
Braemar,New South Wales,Southern Highlands and Shoalhaven,-34.4274,150.484
Braemar Bay,New South Wales,Capital Region,-36.1058,148.6527
Braidwood,New South Wales,Capital Region,-35.4415,149.7998
Brandy Hill,New South Wales,Hunter Valley exc Newcastle,-32.6893,151.696
Branxton,New South Wales,Hunter Valley exc Newcastle,-32.6555,151.3511
Braunstone,New South Wales,Coffs Harbour - Grafton,-29.8027,152.9581
Brawboy,New South Wales,Hunter Valley exc Newcastle,-31.9501,150.6262
Bray Park (NSW),New South Wales,Richmond - Tweed,,
Brays Creek,New South Wales,Richmond - Tweed,-28.4126,153.1968
Brayton,,,-34.6586,150.2268
Breadalbane (NSW),New South Wales,Capital Region,,
Breakfast Creek,New South Wales,Central West,-32.6818,150.0012
Breakfast Creek,New South Wales,Central West,-27.4417,153.0417
Breakfast Point,,,-33.8429,151.1107
Bream Beach,New South Wales,Southern Highlands and Shoalhaven,-35.1106,150.6603
Bredbo,,,-35.95,149.15
Breelong,New South Wales,Far West and Orana,-31.8152,148.8012
Breeza,New South Wales,New England and North West,-31.2497,150.4629
Bretti,New South Wales,Mid North Coast,-31.7849,151.9086
Brewarrina,New South Wales,Far West and Orana,-29.9607,146.8599
Brewongle,New South Wales,Central West,-33.4833,149.7167
Briarbrook,New South Wales,New England and North West,-30.2607,151.5837
Bribbaree,,,-34.1199,147.8792
Bridgman,New South Wales,Hunter Valley exc Newcastle,-32.4543,151.1882
Brierfield,,,-30.5,152.9
Brighton-Le-Sands,,,-33.9601,151.1511
Brightwaters,,,-33.1136,151.5447
Bril Bril,New South Wales,Mid North Coast,-31.0343,152.8261
Brimbin,New South Wales,Mid North Coast,-31.8631,152.4801
Brindabella,,,-35.3886,148.7469
Brinerville,,,-31.0343,152.8261
Brinerville,,,-30.4532,152.9003
Bringelly,New South Wales,Sydney - South West,-33.9333,150.7333
Bringenbrong,,,-36.1301,148.072
Brisbane Grove,New South Wales,Capital Region,-34.7987,149.7241
Broadmeadow,New South Wales,Newcastle and Lake Macquarie,-32.9237,151.7285
Broadwater (Bega Valley - NSW),New South Wales,Capital Region,,
Broadwater (Richmond Valley - NSW),,,,
Broadway,New South Wales,Capital Region,-34.7699,149.2856
Broadway,New South Wales,Capital Region,-33.8923,151.0473
Broadway,New South Wales,Capital Region,-33.8772,151.1972
Brobenah,New South Wales,Riverina,-34.3753,146.4317
Brocklehurst,New South Wales,Far West and Orana,-32.1806,148.6229
Brocklesby,New South Wales,Murray,-35.8249,146.6751
Brockley,New South Wales,New England and North West,-30.2605,151.8466
Brodies Plains,New South Wales,New England and North West,-29.8094,151.1956
Brogans Creek,New South Wales,Central West,-32.9929,149.9787
Brogers Creek,,,-34.6977,150.6863
Brogo,New South Wales,Capital Region,-36.5333,149.8333
Broke (NSW),New South Wales,Hunter Valley exc Newcastle,,
Broken Head,,,-28.7291,153.6087
Broken Hill,,,-31.9652,141.4512
Brombin,New South Wales,Mid North Coast,-31.4578,152.6315
Bronte,,,-33.902,151.2656
Brookdale (NSW),New South Wales,Riverina,,
Brookfield (NSW),New South Wales,Hunter Valley exc Newcastle,,
Brooklana,New South Wales,Coffs Harbour - Grafton,-30.2928,152.8913
Brooklet,New South Wales,Richmond - Tweed,-28.7465,153.5087
Brooklyn (NSW),,,,
Brookong,New South Wales,Riverina,-35.298,146.584
Brookvale,New South Wales,Sydney - Northern Beaches,-33.7611,151.2745
Brooman,,,-35.5,150.25
Brooms Head,,,-29.609,153.3386
Broughams Gate,,,-30.8876,141.2535
Broughton (NSW),,,,
Broughton Vale,,,-34.732,150.718
Broughton Village,,,-34.7431,150.7519
Broulee,,,-35.8547,150.1739
Brownlow Hill,,,-34.0333,150.6667
Browns Creek,New South Wales,Central West,-33.5195,149.1825
Browns Mountain,New South Wales,Southern Highlands and Shoalhaven,-34.7994,150.5342
Brownsville,New South Wales,Illawarra,-34.4828,150.8111
Brucedale,New South Wales,Riverina,-35.0318,147.4149
Bruie Plains,New South Wales,Central West,-32.7833,147.85
Bruinbun,New South Wales,Central West,-33.1244,149.4559
Brumby Plains,New South Wales,Richmond - Tweed,-28.4483,152.4795
Brundee,New South Wales,Southern Highlands and Shoalhaven,-34.8924,150.6577
Brungle,New South Wales,Riverina,-35.1522,148.231
Brungle Creek,New South Wales,Riverina,-35.1398,148.294
Brunkerville,,,-32.9425,151.4795
Brunswick Heads,,,-28.54,153.5457
Brushgrove,New South Wales,Coffs Harbour - Grafton,-29.5663,153.0785
Brushy Creek,New South Wales,New England and North West,-30.2607,151.5837
Buangla,New South Wales,Southern Highlands and Shoalhaven,-35.0036,150.586
Bucca (NSW),New South Wales,Coffs Harbour - Grafton,,
Bucca Wauka,New South Wales,Mid North Coast,-32.1,152.1667
Buccarumbi,New South Wales,Coffs Harbour - Grafton,-29.8318,152.5846
Buchanan (NSW),New South Wales,Hunter Valley exc Newcastle,,
Buckajo,New South Wales,Capital Region,-36.682,149.718
Buckaroo,New South Wales,Central West,-32.55,149.6333
Buckenbowra,New South Wales,Capital Region,-35.7333,150.0667
Buckenderra,New South Wales,Capital Region,-36.179,148.7654
Buckendoon,New South Wales,Richmond - Tweed,-29.0485,153.3512
Bucketty,,,-33.3953,151.2831
Buckra Bendinni,New South Wales,Mid North Coast,-30.6314,152.8089
Budawang,,,-35.4507,149.9657
Buddabadah,,,-31.5514,147.7264
Budden,New South Wales,Central West,-32.5152,150.0679
Budderoo,,,-34.7768,150.6865
Buddong,New South Wales,Riverina,-35.3216,148.3333
Budgee Budgee (NSW),New South Wales,Central West,,
Budgewoi,,,-33.2339,151.5541
Budgewoi Peninsula,,,-33.2106,151.5855
Budgong,New South Wales,Southern Highlands and Shoalhaven,-34.8024,150.4735
Buff Point,,,-33.2229,151.5312
Bugaldie,New South Wales,Far West and Orana,-31.1252,149.1116
Bukalong,New South Wales,Capital Region,-36.7985,149.2012
Bukkulla,New South Wales,New England and North West,-29.5045,151.1293
Bulahdelah,New South Wales,Mid North Coast,-32.407,152.2119
Bulee,,,-35.4753,149.7926
Bulga (NSW),New South Wales,Hunter Valley exc Newcastle,,
Bulga Forest,New South Wales,Mid North Coast,-31.7395,152.3358
Bulgary,New South Wales,Riverina,-35.0186,146.9533
Bulla (NSW),New South Wales,Far West and Orana,,
Bulla Creek,,,-34.1196,148.2567
Bullaburra,New South Wales,Sydney - Outer West and Blue Mountains,-33.7292,150.4177
Bullagreen,New South Wales,Far West and Orana,-31.3159,148.0349
Bullarah,,,-29.5074,149.1209
Bullatale,,,-35.7409,145.084
Bullawa Creek,New South Wales,New England and North West,-30.3068,150.0012
Bulldog,,,-29.0421,152.5349
Bulli,,,-34.3383,150.9135
Bulliac,New South Wales,Mid North Coast,-31.9167,152.0333
Bullio,,,-34.34,150.1723
Bulyeroi,,,-29.8169,148.909
Bulyeroi,,,-29.8526,148.1785
Bumbaldry,New South Wales,Central West,-33.9,148.4667
Bumbalong,,,-35.8469,149.1289
Bundabah,,,-32.6786,152.0604
Bundagen,,,-30.4132,153.0584
Bundanoon (NSW),New South Wales,Southern Highlands and Shoalhaven,,
Bundarra,New South Wales,New England and North West,-30.1721,151.0762
Bundeena,,,-34.0838,151.1502
Bundella,,,-31.5664,149.9929
Bundemar,New South Wales,Far West and Orana,-32.0358,147.885
Bundewallah,New South Wales,Southern Highlands and Shoalhaven,-34.7538,150.6638
Bundook,New South Wales,Mid North Coast,-31.8906,152.1219
Bundure,,,-35.1708,146.0078
Bungaba,New South Wales,Central West,-32.1823,149.638
Bungabbee,New South Wales,Richmond - Tweed,-28.7755,153.1501
Bungalora,New South Wales,Richmond - Tweed,-28.2192,153.4747
Bungarby,New South Wales,Capital Region,-36.7052,149.0083
Bungarribee,New South Wales,Sydney - Blacktown,-33.777,150.868
Bungawalbin,New South Wales,Richmond - Tweed,-29.1101,153.2169
Bungendore,,,-35.2538,149.4401
Bungonia,,,-34.8485,149.9512
Bungowannah,,,-36.0056,146.7702
Bungwahl,New South Wales,Mid North Coast,-32.367,152.4252
Bunnaloo,,,-35.7869,144.5977
Bunnan,New South Wales,Hunter Valley exc Newcastle,-32.05,150.5833
Bunyah,New South Wales,Mid North Coast,-32.1667,152.2167
Bunyan,New South Wales,Capital Region,-36.1674,149.1415
Burcher,New South Wales,Central West,-33.5141,147.2532
Bureen,New South Wales,Hunter Valley exc Newcastle,-32.4654,150.7213
Burnt Bridge,New South Wales,Mid North Coast,-31.108,152.8062
Burnt Yards,New South Wales,Central West,-33.5833,149.0167
Buronga,,,-34.1707,142.1735
Burra (Queanbeyan-Palerang Regional - NSW),New South Wales,Capital Region,,
Burra (Snowy Valleys - NSW),New South Wales,Riverina,,
Burra Creek,New South Wales,Riverina,-34.8914,148.0932
Burraboi,New South Wales,Murray,-35.393,144.3159
Burradoo,New South Wales,Southern Highlands and Shoalhaven,-34.5032,150.409
Burraga,New South Wales,Central West,-33.95,149.5333
Burragate,New South Wales,Capital Region,-37.0,149.6167
Burrandana,New South Wales,Riverina,-35.1774,147.3882
Burraneer,,,-34.0562,151.1381
Burrangong,New South Wales,Capital Region,-34.2916,148.2481
Burrapine,New South Wales,Mid North Coast,-30.7176,152.6371
Burrawang,New South Wales,Southern Highlands and Shoalhaven,-34.5853,150.5115
Burrell Creek,New South Wales,Mid North Coast,-31.9333,152.3
Burren Junction,,,-30.0985,148.9679
Burrier,New South Wales,Southern Highlands and Shoalhaven,-34.8755,150.4376
Burrill Lake,,,-35.3872,150.4495
Burringbar,New South Wales,Richmond - Tweed,-28.4358,153.4732
Burrinjuck,,,-35.0005,148.5976
Burroway,New South Wales,Far West and Orana,-32.0833,148.2667
Burrumbuttock,New South Wales,Murray,-35.8375,146.8023
Burrundulla,New South Wales,Central West,-32.6249,149.6289
Burrungubugge,,,-36.4565,148.5018
Burwood (NSW),New South Wales,Sydney - Inner West,,
Burwood Heights,New South Wales,Sydney - Inner West,-33.8894,151.104
Burwood Heights,New South Wales,Sydney - Inner West,-37.85,145.15
Busby,New South Wales,Sydney - South West,-33.9112,150.8807
Busbys Flat,,,-29.0485,152.8012
Bushells Ridge,,,-33.21,151.4747
Buttaba,,,-33.0533,151.5787
Buttai,New South Wales,Hunter Valley exc Newcastle,-32.8219,151.5609
Butterwick,New South Wales,Hunter Valley exc Newcastle,-32.6564,151.6369
Buxton (NSW),,,,
Byabarra,New South Wales,Mid North Coast,-31.523,152.546
Byadbo Wilderness,,,-36.3819,148.7588
Byangum,New South Wales,Richmond - Tweed,-28.35,153.3667
Bylong,,,-32.4119,150.1201
Byng,New South Wales,Central West,-33.3476,149.2551
Byrock,New South Wales,Far West and Orana,-30.6606,146.4012
Byron Bay,,,-28.6499,153.6125
Byrrill Creek,New South Wales,Richmond - Tweed,-28.4366,153.2489
Bywong,New South Wales,Capital Region,-35.1648,149.3289
Cabarita (NSW),,,,
Cabarita Beach,,,-28.3362,153.5762
Cabbage Tree Island (Ballina - NSW),New South Wales,Richmond - Tweed,,
Cabbage Tree Island (Mid-Coast - NSW),New South Wales,Mid North Coast,,
Cabramatta,New South Wales,Sydney - South West,-33.8974,150.9345
Cabramatta West,New South Wales,Sydney - South West,-33.893,150.9119
Cabramurra,,,-35.9373,148.3788
Caddens,New South Wales,Sydney - Outer West and Blue Mountains,-33.7741,150.7413
Cadgee (NSW),New South Wales,Capital Region,,
Cadia,New South Wales,Central West,-33.4485,148.9846
Caerleon,New South Wales,Central West,-32.5773,149.5484
Caffreys Flat,New South Wales,Mid North Coast,-31.808,152.0721
Cairncross,New South Wales,Mid North Coast,-31.4174,152.5805
Calala,New South Wales,New England and North West,-31.1736,150.9806
Calamia,New South Wales,Coffs Harbour - Grafton,-29.8365,153.1082
Calderwood,New South Wales,Illawarra,-34.5505,150.7113
Caldwell,New South Wales,Murray,-35.6307,144.5029
Calga,New South Wales,Central Coast,-33.4312,151.2275
Califat,New South Wales,Riverina,-35.0668,147.9251
Calimo,New South Wales,Murray,-35.4152,144.5846
Callaghan,New South Wales,Newcastle and Lake Macquarie,-32.892,151.7053
Callaghans Creek,New South Wales,Mid North Coast,-31.8412,152.039
Callala Bay,,,-34.9967,150.7228
Callala Beach,,,-35.0056,150.6958
Calliope (NSW),New South Wales,Coffs Harbour - Grafton,,
Caloola,New South Wales,Central West,-33.6,149.4333
Cambalong,New South Wales,Capital Region,-36.881,149.101
Camberwell (NSW),New South Wales,Hunter Valley exc Newcastle,,
Cambewarra,New South Wales,Southern Highlands and Shoalhaven,-34.8233,150.5594
Cambewarra Village,New South Wales,Southern Highlands and Shoalhaven,-34.8233,150.5594
Camboon (NSW),New South Wales,Central West,,
Cambra,,,-32.4397,151.6947
Cambridge Gardens,New South Wales,Sydney - Outer West and Blue Mountains,-33.738,150.7207
Cambridge Park,New South Wales,Sydney - Outer West and Blue Mountains,-33.7478,150.7221
Cambridge Plateau,New South Wales,Richmond - Tweed,-28.976,152.7656
Camden,,,-34.054,150.6962
Camden Head,,,-31.642,152.8342
Camden Park (NSW),New South Wales,Sydney - Outer South West,,
Camden South,New South Wales,Sydney - Outer South West,-34.0831,150.6949
Camellia,New South Wales,Sydney - Parramatta,-33.8197,151.0264
Cameron Park,,,-32.907,151.6053
Camerons Creek,New South Wales,New England and North West,-30.2194,151.0464
Camira (NSW),New South Wales,Richmond - Tweed,,
Cammeray,,,-33.8213,151.2161
Camp Creek (NSW),,,,
Campbelltown (NSW),New South Wales,Sydney - Outer South West,,
Camperdown (NSW),,,,
Campsie,,,-33.9125,151.1028
Campvale,New South Wales,Hunter Valley exc Newcastle,-32.7726,151.856
Cams Wharf,,,-33.1261,151.6209
Canada Bay,,,-33.8648,151.1142
Canadian Lead,New South Wales,Central West,-32.4226,149.5789
Canbelego,New South Wales,Far West and Orana,-31.5596,146.3213
Candelo,New South Wales,Capital Region,-36.7677,149.6947
Cangai,,,-29.5004,152.4563
Caniaba,New South Wales,Richmond - Tweed,-28.8302,153.2036
Canley Heights,New South Wales,Sydney - South West,-33.8826,150.9241
Canley Vale,,,-33.8866,150.948
Canobolas,New South Wales,Central West,-33.3555,149.0032
Canoelands,,,-33.5,151.0667
Canonba,New South Wales,Far West and Orana,-31.3447,147.3473
Canowindra,New South Wales,Central West,-33.5625,148.6643
Canowindra,New South Wales,Central West,-27.8455,153.297
Canterbury (NSW),,,,
Canton Beach,,,-33.2744,151.5461
Canyonleigh,,,-34.5206,150.1402
Caparra,New South Wales,Mid North Coast,-31.7207,152.2372
Capeen Creek,New South Wales,Richmond - Tweed,-28.976,152.7656
Capertee,New South Wales,Central West,-33.15,149.9833
Capoompeta,New South Wales,New England and North West,-29.3622,151.6526
Captains Flat,New South Wales,Capital Region,-35.5911,149.4452
Carabost,,,-35.5985,147.7179
Caragabal,New South Wales,Central West,-33.8333,147.75
Carcalgong,New South Wales,Central West,-32.8668,149.7042
Carcoar,New South Wales,Central West,-33.6,149.1333
Cardiff (NSW),New South Wales,Newcastle and Lake Macquarie,,
Cardiff Heights,New South Wales,Newcastle and Lake Macquarie,-32.9363,151.6723
Cardiff South,New South Wales,Newcastle and Lake Macquarie,-32.9547,151.6645
Carey Bay,,,-33.0266,151.6057
Cargo,New South Wales,Central West,-33.4241,148.809
Carinda,New South Wales,Far West and Orana,-30.4667,147.6833
Caringbah,,,-34.0353,151.1247
Caringbah South,,,-34.0566,151.1215
Carlaminda,New South Wales,Capital Region,-36.2601,149.3051
Carlingford,,,-33.7827,151.0489
Carlton (NSW),New South Wales,Sydney - Inner South West,,
Carnes Hill,New South Wales,Sydney - South West,-33.9385,150.8488
Carnham,New South Wales,Coffs Harbour - Grafton,-29.5934,152.8727
Carool,New South Wales,Richmond - Tweed,-28.2265,153.4319
Caroona,New South Wales,New England and North West,-31.4066,150.4264
Carrabolla,,,-32.2757,151.4402
Carrai,,,-30.8276,152.2252
Carramar (NSW),,,,
Carrathool,,,-34.4075,145.4358
Carrick (NSW),New South Wales,Capital Region,,
Carrington (Mid-Coast - NSW),,,,
Carrington (Newcastle - NSW),,,,
Carrington Falls,,,-34.6504,150.6487
Carroll,New South Wales,New England and North West,-30.9894,150.4442
Carrowbrook,New South Wales,Hunter Valley exc Newcastle,-32.2686,151.2889
Carrs Creek,New South Wales,Coffs Harbour - Grafton,-29.6488,152.9284
Carrs Island,New South Wales,Coffs Harbour - Grafton,-29.6691,152.9118
Carrs Peninsula,New South Wales,Coffs Harbour - Grafton,-29.5934,152.8727
Carss Park,,,-33.9867,151.1173
Cartwright,New South Wales,Sydney - South West,-33.925,150.8895
Cartwrights Hill,New South Wales,Riverina,-35.0748,147.392
Carwell,New South Wales,Central West,-32.7114,150.0719
Carwoola,,,-35.3784,149.3215
Cascade (NSW),New South Wales,Coffs Harbour - Grafton,,
Casino,New South Wales,Richmond - Tweed,-28.8582,153.0475
Cassilis (NSW),,,,
Castle Cove,,,-33.7865,151.2092
Castle Doyle,New South Wales,New England and North West,-30.6152,151.7679
Castle Hill (NSW),New South Wales,Sydney - Baulkham Hills and Hawkesbury,,
Castle Rock,New South Wales,Hunter Valley exc Newcastle,-32.2486,150.7342
Castlecrag,,,-33.7999,151.2231
Castlereagh,New South Wales,Sydney - Outer West and Blue Mountains,-33.6898,150.6789
