suburb,state,latitude,longitude,index_right,id,name,additional,type,major_name,major_na_1,territoria,population,name_ascii,addition_1,major_na_2,territor_1,final_region,was_different
Puharakeke Island,Auckland,-36.61717390777514,174.36955884147548,2811.0,4838.0,Puharakeke Island,Kawau Parua Inlet,Island,,,Auckland,,Puharakeke Island,Kawau Parua Inlet,,Auckland,Auckland,False
Tasman Bay / Te Tai-o-Aorere,Tasman District,-41.06872963646413,173.24501594853987,2812.0,8628.0,Tasman Bay / Te Tai-o-Aorere,,Coastal Bay,,,Tasman District,,Tasman Bay / Te Tai-o-Aorere,,,Tasman District,Tasman District,False
Motuwhetero Island,Rotorua District,-38.1433368335315,176.38361492146143,2813.0,4678.0,Motuwhetero Island,Lake Ōkataina/Te Moana i kataina ā Te Rangitakaroro,Island,,,Rotorua District,,Motuwhetero Island,Lake Okataina/Te Moana i kataina a Te Rangitakaroro,,Rotorua District,Rotorua District,False
Happy Cove,Southland District,-44.9874047495055,167.90944692805184,2814.0,6883.0,Happy Cove,Lake Te Anau,Inland Bay,,,Southland District,,Happy Cove,Lake Te Anau,,Southland District,Southland District,False
Little Omaha Bay,Auckland,-36.33480433797612,174.7922802690191,2815.0,7058.0,Little Omaha Bay,"Omaha Bay, Hauraki Gulf",Coastal Bay,,,Auckland,,Little Omaha Bay,"Omaha Bay, Hauraki Gulf",,Auckland,Auckland,False
Stockton,Buller District,-41.6611692351353,171.9173592535539,2816.0,1534.0,Stockton,,Locality,Westport,Town,Buller District,,Stockton,,Westport,Buller District,Buller District,False
Stockyard Cove,Southland District,-45.54422628265671,167.4985590148627,2817.0,7538.0,Stockyard Cove,Lake Manapouri,Inland Bay,,,Southland District,,Stockyard Cove,Lake Manapouri,,Southland District,Southland District,False
Home Bay,Auckland,-36.76884438490058,174.93334801634606,2818.0,8069.0,Home Bay,Hauraki Gulf,Coastal Bay,,,Auckland,,Home Bay,Hauraki Gulf,,Auckland,Auckland,False
Te Kōhanga / Shipwreck Bay,Area outside Territorial Authority,-35.176878215667955,173.1212161581889,2819.0,7507.0,Te Kōhanga / Shipwreck Bay,Ahipara Bay,Coastal Bay,,,Area outside Territorial Authority,,Te Kohanga / Shipwreck Bay,Ahipara Bay,,Area outside Territorial Authority,Area outside Territorial Authority,False
East Cove,Southland District,-45.368558888576416,167.69412612734362,2820.0,6787.0,East Cove,Lake Te Anau,Inland Bay,,,Southland District,,East Cove,Lake Te Anau,,Southland District,Southland District,False
Mimiwhangata Bay,Area outside Territorial Authority,-35.43421447150136,174.40794192205,2821.0,7146.0,Mimiwhangata Bay,,Coastal Bay,,,Area outside Territorial Authority,,Mimiwhangata Bay,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Pigeon Bay,Christchurch City,-43.65045427625628,172.907716924553,2822.0,7369.0,Pigeon Bay,,Coastal Bay,,,Christchurch City,,Pigeon Bay,,,Christchurch City,Christchurch City,False
Iona Island,Southland District,-46.90742614259629,168.1224936389318,2823.0,4391.0,Iona Island,Paterson Inlet/Whaka a Te Wera,Island,,,Southland District,,Iona Island,Paterson Inlet/Whaka a Te Wera,,Southland District,Southland District,False
Maketu Estuary,Western Bay of Plenty District,-37.75702123422424,176.43569419764594,2824.0,8929.0,Maketu Estuary,Bay Of Plenty,Coastal Bay,,,Western Bay of Plenty District,,Maketu Estuary,Bay Of Plenty,,Western Bay of Plenty District,Western Bay of Plenty District,False
Deep Water Cove,Far North District,-35.19305084849709,174.30312657822262,2825.0,6761.0,Deep Water Cove,"Maunganui Bay, Bay Of Islands",Coastal Bay,,,Far North District,,Deep Water Cove,"Maunganui Bay, Bay Of Islands",,Far North District,Far North District,False
Paradise Bay,Marlborough District,-41.20877881235333,173.85401322144736,2826.0,7333.0,Paradise Bay,"Pelorus Sound, Tawhitinui Reach",Coastal Bay,,,Marlborough District,,Paradise Bay,"Pelorus Sound, Tawhitinui Reach",,Marlborough District,Marlborough District,False
South East Bay,Marlborough District,-41.10547940369058,173.92260694626663,2827.0,7522.0,South East Bay,"Pelorus Sound, Tawhitinui Reach",Coastal Bay,,,Marlborough District,,South East Bay,"Pelorus Sound, Tawhitinui Reach",,Marlborough District,Marlborough District,False
Portobello Bay,Dunedin City,-45.82907481363812,170.66171840688312,2828.0,7394.0,Portobello Bay,Otago Harbour,Coastal Bay,,,Dunedin City,,Portobello Bay,Otago Harbour,,Dunedin City,Dunedin City,False
Te Rangiharu Bay,Area outside Territorial Authority,-37.61237808382826,177.94640066317103,2829.0,7645.0,Te Rangiharu Bay,,Coastal Bay,,,Area outside Territorial Authority,,Te Rangiharu Bay,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Pareoha Bay,Auckland,-36.91449353212524,174.44559945497156,2830.0,7342.0,Pareoha Bay,,Coastal Bay,,,Auckland,,Pareoha Bay,,,Auckland,Auckland,False
Lake Rotomā,Rotorua District,-38.05025945393483,176.5873163148087,2831.0,8708.0,Lake Rotomā,,Lake,,,Rotorua District,,Lake Rotoma,,,Rotorua District,Rotorua District,False
Pātītī Island / Banded Island,Rotorua District,-38.26769980227319,176.44597105363005,2832.0,4796.0,Pātītī Island / Banded Island,"Banded Island, Patiti Island, Lake Rotomahana",Island,,,Rotorua District,,Patiti Island / Banded Island,"Banded Island, Patiti Island, Lake Rotomahana",,Rotorua District,Rotorua District,False
Western Bay / Ōmapu,Area outside Territorial Authority,-37.30589496164311,176.248059372724,2833.0,8413.0,Western Bay / Ōmapu,"Bay Of Plenty, Omapu, Western Bay",Coastal Bay,,,Area outside Territorial Authority,,Western Bay / Omapu,"Bay Of Plenty, Omapu, Western Bay",,Area outside Territorial Authority,Area outside Territorial Authority,False
Guano Island,Whangarei District,-35.84089755726058,174.59384931424242,2834.0,4339.0,Guano Island,Bream Islands,Island,,,Whangarei District,,Guano Island,Bream Islands,,Whangarei District,Whangarei District,False
Brazier Rock,Auckland,-36.52962917063277,174.72893657850793,2835.0,4217.0,Brazier Rock,Hauraki Gulf,Island,,,Auckland,,Brazier Rock,Hauraki Gulf,,Auckland,Auckland,False
Stockyard Bay,Auckland,-36.418385428232256,174.8261530773955,2836.0,8609.0,Stockyard Bay,"Bon Accord Harbour, Kawau Bay, Hauraki Gulf, Poplar Bay",Coastal Bay,,,Auckland,,Stockyard Bay,"Bon Accord Harbour, Kawau Bay, Hauraki Gulf, Poplar Bay",,Auckland,Auckland,False
Sandy Bay,Marlborough District,-41.18427179730587,174.09581655291458,2837.0,7475.0,Sandy Bay,Kenepuru Sound,Coastal Bay,,,Marlborough District,,Sandy Bay,Kenepuru Sound,,Marlborough District,Marlborough District,False
Moturahurahu Island,Whangarei District,-35.41058792019915,174.3613204639157,2838.0,4625.0,Moturahurahu Island,Whangaruru Bay,Island,,,Whangarei District,,Moturahurahu Island,Whangaruru Bay,,Whangarei District,Whangarei District,False
Ruakākā Bay,Marlborough District,-41.207429666885965,174.12812199940927,2839.0,7459.0,Ruakākā Bay,Queen Charlotte Sound (Totaranui),Coastal Bay,,,Marlborough District,,Ruakaka Bay,Queen Charlotte Sound (Totaranui),,Marlborough District,Marlborough District,False
Onepoto,Area outside Territorial Authority,-40.82657984862089,174.9161295627916,2840.0,8211.0,Onepoto,,Coastal Bay,,,Area outside Territorial Authority,,Onepoto,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Timber Bay,Area outside Territorial Authority,-36.24611742620604,174.2975290419795,2841.0,7684.0,Timber Bay,Kaipara Harbour,Coastal Bay,,,Area outside Territorial Authority,,Timber Bay,Kaipara Harbour,,Area outside Territorial Authority,Area outside Territorial Authority,False
Pudding Island,Dunedin City,-45.838178330118616,170.64054637604988,2842.0,4837.0,Pudding Island,Otago Harbour,Island,,,Dunedin City,,Pudding Island,Otago Harbour,,Dunedin City,Dunedin City,False
Marotere Islands,Whangarei District,-35.886444187164074,174.77431128243214,2843.0,5892.0,Marotere Islands,"Hen And Chicken Islands, Mokomoko Bay",Island,,,Whangarei District,,Marotere Islands,"Hen And Chicken Islands, Mokomoko Bay",,Whangarei District,Whangarei District,False
Orphans Rock,Southland District,-47.18486787979862,167.73283994632797,2844.0,4761.0,Orphans Rock,,Island,,,Southland District,,Orphans Rock,,,Southland District,Southland District,False
Kahika Bay,Marlborough District,-41.21892083037055,174.12291261940555,2845.0,6969.0,Kahika Bay,Queen Charlotte Sound (Totaranui),Coastal Bay,,,Marlborough District,,Kahika Bay,Queen Charlotte Sound (Totaranui),,Marlborough District,Marlborough District,False
Te Tōwaka Bay / Burnside Bay,Marlborough District,-40.99375431895427,173.83235608174022,2846.0,7657.0,Te Tōwaka Bay / Burnside Bay,"Hallam Cove, Tawhitinui Reach, Burnside Bay, Te Towaka Bay",Coastal Bay,,,Marlborough District,,Te Towaka Bay / Burnside Bay,"Hallam Cove, Tawhitinui Reach, Burnside Bay, Te Towaka Bay",,Marlborough District,Marlborough District,False
Crayfish Island,Southland District,-45.791520798410914,166.57677322822153,2847.0,4265.0,Crayfish Island,Tamatea / Dusky Sound,Island,,,Southland District,,Crayfish Island,Tamatea / Dusky Sound,,Southland District,Southland District,False
Parera Bay,Auckland,-36.918345530990365,174.45070443650948,2848.0,7344.0,Parera Bay,,Coastal Bay,,,Auckland,,Parera Bay,,,Auckland,Auckland,False
Amazon Cove,Southland District,-44.846850427441176,167.5104094992132,2849.0,6581.0,Amazon Cove,Hāwea / Bligh Sound,Coastal Bay,,,Southland District,,Amazon Cove,Hawea / Bligh Sound,,Southland District,Southland District,False
The Spire,Thames-Coromandel District,-36.95353520162477,176.10062075654005,2850.0,5037.0,The Spire,The Aldermen Islands,Island,,,Thames-Coromandel District,,The Spire,The Aldermen Islands,,Thames-Coromandel District,Thames-Coromandel District,False
Ngararahae Bay,Area outside Territorial Authority,-38.4076892718478,174.63597297259005,2851.0,7190.0,Ngararahae Bay,,Coastal Bay,,,Area outside Territorial Authority,,Ngararahae Bay,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Kidney Fern Arm,Area outside Territorial Authority,-46.90331905481357,168.04511130592323,2852.0,8104.0,Kidney Fern Arm,"Prices Inlet, Paterson Inlet/Whaka a Te Wera",Coastal Bay,,,Area outside Territorial Authority,,Kidney Fern Arm,"Prices Inlet, Paterson Inlet/Whaka a Te Wera",,Area outside Territorial Authority,Area outside Territorial Authority,False
Waikaranga / Seal Rocks,New Plymouth District,-39.056302902949845,174.0033037962054,2853.0,5093.0,Waikaranga / Seal Rocks,"Ngā Motu/Sugar Loaf Islands, Seal Rocks, Waikaranga, North Taranaki Bight",Island,,,New Plymouth District,,Waikaranga / Seal Rocks,"Nga Motu/Sugar Loaf Islands, Seal Rocks, Waikaranga, North Taranaki Bight",,New Plymouth District,New Plymouth District,False
Motukauatiiti / Corsair Bay,Christchurch City,-43.61002799487264,172.69834743447856,2854.0,6733.0,Motukauatiiti / Corsair Bay,"Lyttelton Harbour/Whakaraupō, Motukauatiiti",Coastal Bay,,,Christchurch City,,Motukauatiiti / Corsair Bay,"Lyttelton Harbour/Whakaraupo, Motukauatiiti",,Christchurch City,Christchurch City,False
Pukapuka Inlet,Auckland,-36.48128884898282,174.69990708977767,2855.0,7404.0,Pukapuka Inlet,"Mahurangi Harbour, Hauraki Gulf",Coastal Bay,,,Auckland,,Pukapuka Inlet,"Mahurangi Harbour, Hauraki Gulf",,Auckland,Auckland,False
Te Horo Island,Marlborough District,-40.89445599861411,173.7850439981529,2856.0,4996.0,Te Horo Island,Manuhakapakapa,Island,Marlborough Sounds,Major Locality,Marlborough District,,Te Horo Island,Manuhakapakapa,Marlborough Sounds,Marlborough District,Marlborough District,False
Te Ruruku Bay,Area outside Territorial Authority,-36.1910744213802,174.13776239705098,2857.0,7650.0,Te Ruruku Bay,Kaipara Harbour,Coastal Bay,,,Area outside Territorial Authority,,Te Ruruku Bay,Kaipara Harbour,,Area outside Territorial Authority,Area outside Territorial Authority,False
Pukepuke Lagoon,Manawatu District,-40.34156503130825,175.26572392537958,2858.0,3742.0,Pukepuke Lagoon,,Lake,,,Manawatu District,,Pukepuke Lagoon,,,Manawatu District,Manawatu District,False
Te Hape Bay,Taupo District,-38.86826503323229,175.78013931415313,2859.0,7605.0,Te Hape Bay,Lake Taupo (Taupomoana),Inland Bay,,,Taupo District,,Te Hape Bay,Lake Taupo (Taupomoana),,Taupo District,Taupo District,False
Bottle Bay,Marlborough District,-41.25519750467564,173.9523080178356,2860.0,6646.0,Bottle Bay,"Grove Arm, Queen Charlotte Sound (Totaranui)",Coastal Bay,,,Marlborough District,,Bottle Bay,"Grove Arm, Queen Charlotte Sound (Totaranui)",,Marlborough District,Marlborough District,False
Oke Island,Southland District,-45.63715449473376,166.85346268884535,2861.0,4746.0,Oke Island,Wet Jacket Arm,Island,,,Southland District,,Oke Island,Wet Jacket Arm,,Southland District,Southland District,False
Huirapa Island,Southland District,-47.226691248620334,167.3723880153015,2862.0,4387.0,Huirapa Island,"Putauhina Nuggets, Tītī / Muttonbird Islands",Island,,,Southland District,,Huirapa Island,"Putauhina Nuggets, Titi / Muttonbird Islands",,Southland District,Southland District,False
Otekuri Bay,Wairoa District,-38.755644734136624,177.0717883330179,2863.0,7301.0,Otekuri Bay,Lake Waikaremoana,Inland Bay,,,Wairoa District,,Otekuri Bay,Lake Waikaremoana,,Wairoa District,Wairoa District,False
Waione Bay,Rotorua District,-38.02246900815464,176.5175523393603,2864.0,7772.0,Waione Bay,Lake Rotoehu,Inland Bay,,,Rotorua District,,Waione Bay,Lake Rotoehu,,Rotorua District,Rotorua District,False
High Island,Whangarei District,-35.8293625095799,174.51858162642185,2865.0,4365.0,High Island,McGregors Bay,Island,,,Whangarei District,,High Island,McGregors Bay,,Whangarei District,Whangarei District,False
Kaiaraara Island,Far North District,-35.26792036013191,174.1198734762461,2866.0,4405.0,Kaiaraara Island,"Mill Island, Bay Of Islands",Island,,,Far North District,,Kaiaraara Island,"Mill Island, Bay Of Islands",,Far North District,Far North District,False
Silver Island,Queenstown-Lakes District,-44.44947447616345,169.35107394700617,2867.0,4934.0,Silver Island,Lake Hāwea,Island,,,Queenstown-Lakes District,,Silver Island,Lake Hawea,,Queenstown-Lakes District,Queenstown-Lakes District,False
Wainui Island,Far North District,-35.19894887320275,174.00714734162142,2868.0,5098.0,Wainui Island,Kerikeri Inlet,Island,,,Far North District,,Wainui Island,Kerikeri Inlet,,Far North District,Far North District,False
Fish Rock,Southland District,-46.85812075825038,168.17126141188666,2869.0,4300.0,Fish Rock,,Island,,,Southland District,,Fish Rock,,,Southland District,Southland District,False
Whangarino Bay,Area outside Territorial Authority,-34.93936573257301,173.58912689674494,2870.0,7850.0,Whangarino Bay,,Coastal Bay,,,Area outside Territorial Authority,,Whangarino Bay,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Motuhoropapa Island,Auckland,-36.6891719861969,174.96406520811286,2871.0,4541.0,Motuhoropapa Island,"The Noises, Hauraki Gulf",Island,,,Auckland,,Motuhoropapa Island,"The Noises, Hauraki Gulf",,Auckland,Auckland,False
Camp Bay,Marlborough District,-40.77272235414917,173.92941811189598,2872.0,7962.0,Camp Bay,"East Arm, Port Hardy",Coastal Bay,,,Marlborough District,,Camp Bay,"East Arm, Port Hardy",,Marlborough District,Marlborough District,False
Pungapunga Island,Area outside Territorial Authority,-36.70785358755095,175.61299199857925,2873.0,4844.0,Pungapunga Island,,Island,,,Area outside Territorial Authority,,Pungapunga Island,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Pig Bay,Marlborough District,-40.967110626818034,174.08947648793378,2874.0,8488.0,Pig Bay,,Coastal Bay,,,Marlborough District,,Pig Bay,,,Marlborough District,Marlborough District,False
Waterfall Bay,Auckland,-37.02856800361946,174.542063347673,2875.0,7813.0,Waterfall Bay,Manukau Harbour,Coastal Bay,,,Auckland,,Waterfall Bay,Manukau Harbour,,Auckland,Auckland,False
Te Monene,Christchurch City,-43.80620915106431,172.92100665116212,2876.0,7633.0,Te Monene,Akaroa Harbour,Coastal Bay,,,Christchurch City,,Te Monene,Akaroa Harbour,,Christchurch City,Christchurch City,False
Mahenotiti Island,Far North District,-35.22757697614075,174.24792218528094,2877.0,4474.0,Mahenotiti Island,Te Rawhiti Inlet,Island,,,Far North District,,Mahenotiti Island,Te Rawhiti Inlet,,Far North District,Far North District,False
Uretara Island,Whakatane District,-38.00095533887945,177.11961484074624,2878.0,5086.0,Uretara Island,,Island,,,Whakatane District,,Uretara Island,,,Whakatane District,Whakatane District,False
Egg Island,Western Bay of Plenty District,-37.548941356520544,175.97409201612504,2879.0,4286.0,Egg Island,Tauranga Harbour,Island,,,Western Bay of Plenty District,,Egg Island,Tauranga Harbour,,Western Bay of Plenty District,Western Bay of Plenty District,False
Karikari Moana,Area outside Territorial Authority,-34.838206345769464,173.34668282086665,2880.0,7001.0,Karikari Moana,Rangaunu Bay,Coastal Bay,,,Area outside Territorial Authority,,Karikari Moana,Rangaunu Bay,,Area outside Territorial Authority,Area outside Territorial Authority,False
